2023-06-25 14:18: Experiment log path in: ../runs/PEMS08/06-25-14h18m_PEMS08_gode_rnn__embed{10}hid{128}hidhid{128}lyrs{3}lr{0.001}wd{0.001}
2023-06-25 15:26: Train Epoch 36: 40/167 Loss: 17.724752
2023-06-25 15:26: Train Epoch 36: 60/167 Loss: 16.435061
2023-06-25 15:27: Train Epoch 36: 80/167 Loss: 15.868768
2023-06-25 15:27: Train Epoch 36: 100/167 Loss: 16.289001
2023-06-25 15:27: Train Epoch 36: 120/167 Loss: 16.161846
2023-06-25 15:27: Train Epoch 36: 140/167 Loss: 16.090014
2023-06-25 15:27: Train Epoch 36: 160/167 Loss: 16.719490
2023-06-25 15:27: **********Train Epoch 36: averaged Loss: 16.345035
2023-06-25 15:28: **********Val Epoch 36: average Loss: 17.678556
2023-06-25 15:28: Train Epoch 37: 0/167 Loss: 16.921316
2023-06-25 15:28: Train Epoch 37: 20/167 Loss: 16.708193
2023-06-25 15:28: Train Epoch 37: 40/167 Loss: 16.757418
2023-06-25 15:28: Train Epoch 37: 60/167 Loss: 16.104454
2023-06-25 15:29: Train Epoch 37: 80/167 Loss: 16.430546
2023-06-25 15:29: Train Epoch 37: 100/167 Loss: 18.343454
2023-06-25 15:29: Train Epoch 37: 120/167 Loss: 16.848587
2023-06-25 15:29: Train Epoch 37: 140/167 Loss: 16.205849
2023-06-25 15:29: Train Epoch 37: 160/167 Loss: 16.138891
2023-06-25 15:29: **********Train Epoch 37: averaged Loss: 16.406304
2023-06-25 15:30: **********Val Epoch 37: average Loss: 17.124985
2023-06-25 15:30: *********************************Current best model saved!
2023-06-25 15:30: Train Epoch 38: 0/167 Loss: 16.456678
2023-06-25 15:30: Train Epoch 38: 20/167 Loss: 17.046513
2023-06-25 15:30: Train Epoch 38: 40/167 Loss: 15.355640
2023-06-25 15:30: Train Epoch 38: 60/167 Loss: 16.139366
2023-06-25 15:30: Train Epoch 38: 80/167 Loss: 16.940821
2023-06-25 15:31: Train Epoch 38: 100/167 Loss: 16.124186
2023-06-25 15:31: Train Epoch 38: 120/167 Loss: 15.655916
2023-06-25 15:31: Train Epoch 38: 140/167 Loss: 15.982872
2023-06-25 15:31: Train Epoch 38: 160/167 Loss: 16.192812
2023-06-25 15:31: **********Train Epoch 38: averaged Loss: 16.224877
2023-06-25 15:31: **********Val Epoch 38: average Loss: 16.895045
2023-06-25 15:31: *********************************Current best model saved!
2023-06-25 15:31: Train Epoch 39: 0/167 Loss: 16.645348
2023-06-25 15:32: Train Epoch 39: 20/167 Loss: 15.774601
2023-06-25 15:32: Train Epoch 39: 40/167 Loss: 16.706244
2023-06-25 15:32: Train Epoch 39: 60/167 Loss: 16.592335
2023-06-25 15:32: Train Epoch 39: 80/167 Loss: 17.048447
2023-06-25 15:32: Train Epoch 39: 100/167 Loss: 16.379141
2023-06-25 15:33: Train Epoch 39: 120/167 Loss: 15.781657
2023-06-25 15:33: Train Epoch 39: 140/167 Loss: 16.834295
2023-06-25 15:33: Train Epoch 39: 160/167 Loss: 14.942194
2023-06-25 15:33: **********Train Epoch 39: averaged Loss: 16.145661
2023-06-25 15:33: **********Val Epoch 39: average Loss: 17.340127
2023-06-25 15:33: Train Epoch 40: 0/167 Loss: 16.007208
2023-06-25 15:34: Train Epoch 40: 20/167 Loss: 16.354343
2023-06-25 15:34: Train Epoch 40: 40/167 Loss: 16.771233
2023-06-25 15:34: Train Epoch 40: 60/167 Loss: 15.836995
2023-06-25 15:34: Train Epoch 40: 80/167 Loss: 15.750428
2023-06-25 15:34: Train Epoch 40: 100/167 Loss: 14.938231
2023-06-25 15:35: Train Epoch 40: 120/167 Loss: 16.269983
2023-06-25 15:35: Train Epoch 40: 140/167 Loss: 17.565588
2023-06-25 15:35: Train Epoch 40: 160/167 Loss: 17.208282
2023-06-25 15:35: **********Train Epoch 40: averaged Loss: 16.124733
2023-06-25 15:35: **********Val Epoch 40: average Loss: 18.085511
2023-06-25 15:35: Train Epoch 41: 0/167 Loss: 16.078892
2023-06-25 15:35: Train Epoch 41: 20/167 Loss: 16.239363
2023-06-25 15:36: Train Epoch 41: 40/167 Loss: 17.486521
2023-06-25 15:36: Train Epoch 41: 60/167 Loss: 16.723808
2023-06-25 15:36: Train Epoch 41: 80/167 Loss: 16.891201
2023-06-25 15:36: Train Epoch 41: 100/167 Loss: 16.656883
2023-06-25 15:37: Train Epoch 41: 120/167 Loss: 16.346615
2023-06-25 15:37: Train Epoch 41: 140/167 Loss: 15.827932
2023-06-25 15:37: Train Epoch 41: 160/167 Loss: 16.553337
2023-06-25 15:37: **********Train Epoch 41: averaged Loss: 16.525910
2023-06-25 15:37: **********Val Epoch 41: average Loss: 17.235986
2023-06-25 15:37: Train Epoch 42: 0/167 Loss: 16.047020
2023-06-25 15:37: Train Epoch 42: 20/167 Loss: 16.043936
2023-06-25 15:38: Train Epoch 42: 40/167 Loss: 16.329052
2023-06-25 15:38: Train Epoch 42: 60/167 Loss: 16.646887
2023-06-25 15:38: Train Epoch 42: 80/167 Loss: 16.420059
2023-06-25 15:38: Train Epoch 42: 100/167 Loss: 16.151321
2023-06-25 15:38: Train Epoch 42: 120/167 Loss: 15.938307
2023-06-25 15:39: Train Epoch 42: 140/167 Loss: 15.725431
2023-06-25 15:39: Train Epoch 42: 160/167 Loss: 15.686660
2023-06-25 15:39: **********Train Epoch 42: averaged Loss: 15.991192
2023-06-25 15:39: **********Val Epoch 42: average Loss: 17.196582
2023-06-25 15:39: Train Epoch 43: 0/167 Loss: 16.463984
2023-06-25 15:39: Train Epoch 43: 20/167 Loss: 14.979964
2023-06-25 15:39: Train Epoch 43: 40/167 Loss: 16.227758
2023-06-25 15:40: Train Epoch 43: 60/167 Loss: 16.556887
2023-06-25 15:40: Train Epoch 43: 80/167 Loss: 16.187893
2023-06-25 15:40: Train Epoch 43: 100/167 Loss: 16.313374
2023-06-25 15:40: Train Epoch 43: 120/167 Loss: 16.255354
2023-06-25 15:40: Train Epoch 43: 140/167 Loss: 15.718393
2023-06-25 15:41: Train Epoch 43: 160/167 Loss: 15.737066
2023-06-25 15:41: **********Train Epoch 43: averaged Loss: 16.063665
2023-06-25 15:41: **********Val Epoch 43: average Loss: 16.924499
2023-06-25 15:41: Train Epoch 44: 0/167 Loss: 16.474012
2023-06-25 15:41: Train Epoch 44: 20/167 Loss: 14.892501
2023-06-25 15:41: Train Epoch 44: 40/167 Loss: 17.077045
2023-06-25 15:42: Train Epoch 44: 60/167 Loss: 16.814270
2023-06-25 15:42: Train Epoch 44: 80/167 Loss: 16.868273
2023-06-25 15:42: Train Epoch 44: 100/167 Loss: 16.712139
2023-06-25 15:42: Train Epoch 44: 120/167 Loss: 16.264887
2023-06-25 15:42: Train Epoch 44: 140/167 Loss: 15.130023
2023-06-25 15:43: Train Epoch 44: 160/167 Loss: 14.790710
2023-06-25 15:43: **********Train Epoch 44: averaged Loss: 15.968244
2023-06-25 15:43: **********Val Epoch 44: average Loss: 16.611334
2023-06-25 15:43: *********************************Current best model saved!
2023-06-25 15:43: Train Epoch 45: 0/167 Loss: 15.539941
2023-06-25 15:43: Train Epoch 45: 20/167 Loss: 15.968102
2023-06-25 15:43: Train Epoch 45: 40/167 Loss: 14.843732
2023-06-25 15:43: Train Epoch 45: 60/167 Loss: 15.587301
2023-06-25 15:44: Train Epoch 45: 80/167 Loss: 16.100048
2023-06-25 15:44: Train Epoch 45: 100/167 Loss: 16.346060
2023-06-25 15:44: Train Epoch 45: 120/167 Loss: 14.799089
2023-06-25 15:44: Train Epoch 45: 140/167 Loss: 15.681408
2023-06-25 15:44: Train Epoch 45: 160/167 Loss: 16.194008
2023-06-25 15:44: **********Train Epoch 45: averaged Loss: 15.954003
2023-06-25 15:45: **********Val Epoch 45: average Loss: 17.028017
2023-06-25 15:45: Train Epoch 46: 0/167 Loss: 16.444324
2023-06-25 15:45: Train Epoch 46: 20/167 Loss: 14.769951
2023-06-25 15:45: Train Epoch 46: 40/167 Loss: 15.293397
2023-06-25 15:45: Train Epoch 46: 60/167 Loss: 16.347094
2023-06-25 15:45: Train Epoch 46: 80/167 Loss: 16.542070
2023-06-25 15:46: Train Epoch 46: 100/167 Loss: 15.549101
2023-06-25 15:46: Train Epoch 46: 120/167 Loss: 15.084979
2023-06-25 15:46: Train Epoch 46: 140/167 Loss: 16.264662
2023-06-25 15:46: Train Epoch 46: 160/167 Loss: 15.727162
2023-06-25 15:46: **********Train Epoch 46: averaged Loss: 15.878337
2023-06-25 15:47: **********Val Epoch 46: average Loss: 16.811903
2023-06-25 15:47: Train Epoch 47: 0/167 Loss: 15.783682
2023-06-25 15:47: Train Epoch 47: 20/167 Loss: 16.570314
2023-06-25 15:47: Train Epoch 47: 40/167 Loss: 16.555222
2023-06-25 15:47: Train Epoch 47: 60/167 Loss: 15.543006
2023-06-25 15:47: Train Epoch 47: 80/167 Loss: 15.833757
2023-06-25 15:48: Train Epoch 47: 100/167 Loss: 16.915163
2023-06-25 15:48: Train Epoch 47: 120/167 Loss: 15.557894
2023-06-25 15:48: Train Epoch 47: 140/167 Loss: 15.671968
2023-06-25 15:48: Train Epoch 47: 160/167 Loss: 15.515187
2023-06-25 15:48: **********Train Epoch 47: averaged Loss: 15.951157
2023-06-25 15:48: **********Val Epoch 47: average Loss: 16.759543
2023-06-25 15:48: Train Epoch 48: 0/167 Loss: 15.709822
2023-06-25 15:49: Train Epoch 48: 20/167 Loss: 16.024399
2023-06-25 15:49: Train Epoch 48: 40/167 Loss: 16.413013
2023-06-25 15:49: Train Epoch 48: 60/167 Loss: 16.739573
2023-06-25 15:49: Train Epoch 48: 80/167 Loss: 15.771514
2023-06-25 15:49: Train Epoch 48: 100/167 Loss: 14.907631
2023-06-25 15:50: Train Epoch 48: 120/167 Loss: 15.186051
2023-06-25 15:50: Train Epoch 48: 140/167 Loss: 16.805067
2023-06-25 15:50: Train Epoch 48: 160/167 Loss: 15.885963
2023-06-25 15:50: **********Train Epoch 48: averaged Loss: 15.867604
2023-06-25 15:50: **********Val Epoch 48: average Loss: 18.806691
2023-06-25 15:50: Train Epoch 49: 0/167 Loss: 16.495317
2023-06-25 15:50: Train Epoch 49: 20/167 Loss: 15.418106
2023-06-25 15:51: Train Epoch 49: 40/167 Loss: 15.297919
2023-06-25 15:51: Train Epoch 49: 60/167 Loss: 16.260050
2023-06-25 15:51: Train Epoch 49: 80/167 Loss: 15.778287
2023-06-25 15:51: Train Epoch 49: 100/167 Loss: 15.918686
2023-06-25 15:51: Train Epoch 49: 120/167 Loss: 15.349543
2023-06-25 15:52: Train Epoch 49: 140/167 Loss: 15.633764
2023-06-25 15:52: Train Epoch 49: 160/167 Loss: 15.661335
2023-06-25 15:52: **********Train Epoch 49: averaged Loss: 15.978697
2023-06-25 15:52: **********Val Epoch 49: average Loss: 17.184506
2023-06-25 15:52: Train Epoch 50: 0/167 Loss: 14.753866
2023-06-25 15:52: Train Epoch 50: 20/167 Loss: 16.476238
2023-06-25 15:53: Train Epoch 50: 40/167 Loss: 16.118631
2023-06-25 15:53: Train Epoch 50: 60/167 Loss: 15.544151
2023-06-25 15:53: Train Epoch 50: 80/167 Loss: 16.202919
2023-06-25 15:53: Train Epoch 50: 100/167 Loss: 15.390272
2023-06-25 15:53: Train Epoch 50: 120/167 Loss: 15.245101
2023-06-25 15:54: Train Epoch 50: 140/167 Loss: 16.068163
2023-06-25 15:54: Train Epoch 50: 160/167 Loss: 16.174332
2023-06-25 15:54: **********Train Epoch 50: averaged Loss: 15.795338
2023-06-25 15:54: **********Val Epoch 50: average Loss: 16.554695
2023-06-25 15:54: *********************************Current best model saved!
2023-06-25 15:54: Train Epoch 51: 0/167 Loss: 15.239065
2023-06-25 15:54: Train Epoch 51: 20/167 Loss: 14.462359
2023-06-25 15:54: Train Epoch 51: 40/167 Loss: 15.035337
2023-06-25 15:55: Train Epoch 51: 60/167 Loss: 14.895847
2023-06-25 15:55: Train Epoch 51: 80/167 Loss: 15.726561
2023-06-25 15:55: Train Epoch 51: 100/167 Loss: 17.772411
2023-06-25 15:55: Train Epoch 51: 120/167 Loss: 14.786922
2023-06-25 15:55: Train Epoch 51: 140/167 Loss: 16.211620
2023-06-25 15:56: Train Epoch 51: 160/167 Loss: 16.061296
2023-06-25 15:56: **********Train Epoch 51: averaged Loss: 15.767669
2023-06-25 15:56: **********Val Epoch 51: average Loss: 16.777415
2023-06-25 15:56: Train Epoch 52: 0/167 Loss: 16.382158
2023-06-25 15:56: Train Epoch 52: 20/167 Loss: 15.863609
2023-06-25 15:56: Train Epoch 52: 40/167 Loss: 16.458019
2023-06-25 15:56: Train Epoch 52: 60/167 Loss: 16.003796
2023-06-25 15:57: Train Epoch 52: 80/167 Loss: 16.059643
2023-06-25 15:57: Train Epoch 52: 100/167 Loss: 15.068081
2023-06-25 15:57: Train Epoch 52: 120/167 Loss: 14.980021
2023-06-25 15:57: Train Epoch 52: 140/167 Loss: 15.319546
2023-06-25 15:57: Train Epoch 52: 160/167 Loss: 15.816392
2023-06-25 15:58: **********Train Epoch 52: averaged Loss: 15.745417
2023-06-25 15:58: **********Val Epoch 52: average Loss: 16.709412
2023-06-25 15:58: Train Epoch 53: 0/167 Loss: 15.808400
2023-06-25 15:58: Train Epoch 53: 20/167 Loss: 15.740894
2023-06-25 15:58: Train Epoch 53: 40/167 Loss: 15.784078
2023-06-25 15:58: Train Epoch 53: 60/167 Loss: 15.592991
2023-06-25 15:58: Train Epoch 53: 80/167 Loss: 15.739215
2023-06-25 15:59: Train Epoch 53: 100/167 Loss: 16.245022
2023-06-25 15:59: Train Epoch 53: 120/167 Loss: 15.635569
2023-06-25 15:59: Train Epoch 53: 140/167 Loss: 15.142314
2023-06-25 15:59: Train Epoch 53: 160/167 Loss: 16.165169
2023-06-25 15:59: **********Train Epoch 53: averaged Loss: 15.658636
2023-06-25 16:00: **********Val Epoch 53: average Loss: 17.068794
2023-06-25 16:00: Train Epoch 54: 0/167 Loss: 15.971709
2023-06-25 16:00: Train Epoch 54: 20/167 Loss: 14.953561
2023-06-25 16:00: Train Epoch 54: 40/167 Loss: 15.717569
2023-06-25 16:00: Train Epoch 54: 60/167 Loss: 15.154979
2023-06-25 16:00: Train Epoch 54: 80/167 Loss: 16.026207
2023-06-25 16:01: Train Epoch 54: 100/167 Loss: 15.023854
2023-06-25 16:01: Train Epoch 54: 120/167 Loss: 15.738797
2023-06-25 16:01: Train Epoch 54: 140/167 Loss: 14.769260
2023-06-25 16:01: Train Epoch 54: 160/167 Loss: 16.092766
2023-06-25 16:01: **********Train Epoch 54: averaged Loss: 15.697234
2023-06-25 16:01: **********Val Epoch 54: average Loss: 16.756251
2023-06-25 16:01: Train Epoch 55: 0/167 Loss: 15.644053
2023-06-25 16:02: Train Epoch 55: 20/167 Loss: 15.167641
2023-06-25 16:02: Train Epoch 55: 40/167 Loss: 15.562500
2023-06-25 16:02: Train Epoch 55: 60/167 Loss: 14.759715
2023-06-25 16:02: Train Epoch 55: 80/167 Loss: 16.463825
2023-06-25 16:02: Train Epoch 55: 100/167 Loss: 14.758673
2023-06-25 16:03: Train Epoch 55: 120/167 Loss: 15.426003
2023-06-25 16:03: Train Epoch 55: 140/167 Loss: 15.157993
2023-06-25 16:03: Train Epoch 55: 160/167 Loss: 15.117267
2023-06-25 16:03: **********Train Epoch 55: averaged Loss: 15.557125
2023-06-25 16:03: **********Val Epoch 55: average Loss: 16.552745
2023-06-25 16:03: *********************************Current best model saved!
2023-06-25 16:03: Train Epoch 56: 0/167 Loss: 16.257929
2023-06-25 16:03: Train Epoch 56: 20/167 Loss: 15.261810
2023-06-25 16:04: Train Epoch 56: 40/167 Loss: 16.748240
2023-06-25 16:04: Train Epoch 56: 60/167 Loss: 15.479451
2023-06-25 16:04: Train Epoch 56: 80/167 Loss: 16.718164
2023-06-25 16:04: Train Epoch 56: 100/167 Loss: 15.890290
2023-06-25 16:04: Train Epoch 56: 120/167 Loss: 15.085807
2023-06-25 16:05: Train Epoch 56: 140/167 Loss: 16.068899
2023-06-25 16:05: Train Epoch 56: 160/167 Loss: 15.205131
2023-06-25 16:05: **********Train Epoch 56: averaged Loss: 15.679384
2023-06-25 16:05: **********Val Epoch 56: average Loss: 16.526652
2023-06-25 16:05: *********************************Current best model saved!
2023-06-25 16:05: Train Epoch 57: 0/167 Loss: 15.149364
2023-06-25 16:05: Train Epoch 57: 20/167 Loss: 16.339201
2023-06-25 16:06: Train Epoch 57: 40/167 Loss: 15.668629
2023-06-25 16:06: Train Epoch 57: 60/167 Loss: 16.706551
2023-06-25 16:06: Train Epoch 57: 80/167 Loss: 15.539715
2023-06-25 16:06: Train Epoch 57: 100/167 Loss: 15.441732
2023-06-25 16:06: Train Epoch 57: 120/167 Loss: 17.123848
2023-06-25 16:07: Train Epoch 57: 140/167 Loss: 15.635225
2023-06-25 16:07: Train Epoch 57: 160/167 Loss: 15.913445
2023-06-25 16:07: **********Train Epoch 57: averaged Loss: 15.696483
2023-06-25 16:07: **********Val Epoch 57: average Loss: 16.957318
2023-06-25 16:07: Train Epoch 58: 0/167 Loss: 15.714592
2023-06-25 16:07: Train Epoch 58: 20/167 Loss: 15.750162
2023-06-25 16:07: Train Epoch 58: 40/167 Loss: 15.793426
2023-06-25 16:08: Train Epoch 58: 60/167 Loss: 14.828300
2023-06-25 16:08: Train Epoch 58: 80/167 Loss: 15.577847
2023-06-25 16:08: Train Epoch 58: 100/167 Loss: 15.391679
2023-06-25 16:08: Train Epoch 58: 120/167 Loss: 15.824176
2023-06-25 16:08: Train Epoch 58: 140/167 Loss: 16.363941
2023-06-25 16:09: Train Epoch 58: 160/167 Loss: 15.661029
2023-06-25 16:09: **********Train Epoch 58: averaged Loss: 15.611384
2023-06-25 16:09: **********Val Epoch 58: average Loss: 16.914447
2023-06-25 16:09: Train Epoch 59: 0/167 Loss: 15.932864
2023-06-25 16:09: Train Epoch 59: 20/167 Loss: 15.313571
2023-06-25 16:09: Train Epoch 59: 40/167 Loss: 15.363050
2023-06-25 16:09: Train Epoch 59: 60/167 Loss: 16.040356
2023-06-25 16:10: Train Epoch 59: 80/167 Loss: 15.642876
2023-06-25 16:10: Train Epoch 59: 100/167 Loss: 15.399364
2023-06-25 16:10: Train Epoch 59: 120/167 Loss: 16.026953
2023-06-25 16:10: Train Epoch 59: 140/167 Loss: 15.546966
2023-06-25 16:10: Train Epoch 59: 160/167 Loss: 16.339466
2023-06-25 16:11: **********Train Epoch 59: averaged Loss: 15.524273
2023-06-25 16:11: **********Val Epoch 59: average Loss: 16.931088
2023-06-25 16:11: Train Epoch 60: 0/167 Loss: 14.809031
2023-06-25 16:11: Train Epoch 60: 20/167 Loss: 15.698061
2023-06-25 16:11: Train Epoch 60: 40/167 Loss: 16.595716
2023-06-25 16:11: Train Epoch 60: 60/167 Loss: 14.843535
2023-06-25 16:12: Train Epoch 60: 80/167 Loss: 15.868691
2023-06-25 16:12: Train Epoch 60: 100/167 Loss: 16.108158
2023-06-25 16:12: Train Epoch 60: 120/167 Loss: 16.240852
2023-06-25 16:12: Train Epoch 60: 140/167 Loss: 15.100011
2023-06-25 16:12: Train Epoch 60: 160/167 Loss: 15.766286
2023-06-25 16:12: **********Train Epoch 60: averaged Loss: 15.840950
2023-06-25 16:13: **********Val Epoch 60: average Loss: 16.327223
2023-06-25 16:13: *********************************Current best model saved!
2023-06-25 16:13: Train Epoch 61: 0/167 Loss: 15.045071
2023-06-25 16:13: Train Epoch 61: 20/167 Loss: 14.420817
2023-06-25 16:13: Train Epoch 61: 40/167 Loss: 15.168512
2023-06-25 16:13: Train Epoch 61: 60/167 Loss: 15.443198
2023-06-25 16:13: Train Epoch 61: 80/167 Loss: 15.201254
2023-06-25 16:14: Train Epoch 61: 100/167 Loss: 13.773917
2023-06-25 16:14: Train Epoch 61: 120/167 Loss: 15.207258
2023-06-25 16:14: Train Epoch 61: 140/167 Loss: 17.184774
2023-06-25 16:14: Train Epoch 61: 160/167 Loss: 16.491776
2023-06-25 16:14: **********Train Epoch 61: averaged Loss: 15.506877
2023-06-25 16:14: **********Val Epoch 61: average Loss: 16.615872
2023-06-25 16:14: Train Epoch 62: 0/167 Loss: 16.288092
2023-06-25 16:15: Train Epoch 62: 20/167 Loss: 15.116455
2023-06-25 16:15: Train Epoch 62: 40/167 Loss: 15.888861
2023-06-25 16:15: Train Epoch 62: 60/167 Loss: 15.569625
2023-06-25 16:15: Train Epoch 62: 80/167 Loss: 16.001150
2023-06-25 16:15: Train Epoch 62: 100/167 Loss: 15.789251
2023-06-25 16:16: Train Epoch 62: 120/167 Loss: 15.597833
2023-06-25 16:16: Train Epoch 62: 140/167 Loss: 15.659135
2023-06-25 16:16: Train Epoch 62: 160/167 Loss: 16.966778
2023-06-25 16:16: **********Train Epoch 62: averaged Loss: 15.514929
2023-06-25 16:16: **********Val Epoch 62: average Loss: 16.691271
2023-06-25 16:16: Train Epoch 63: 0/167 Loss: 15.612190
2023-06-25 16:17: Train Epoch 63: 20/167 Loss: 15.598357
2023-06-25 16:17: Train Epoch 63: 40/167 Loss: 15.547816
2023-06-25 16:17: Train Epoch 63: 60/167 Loss: 15.204767
2023-06-25 16:17: Train Epoch 63: 80/167 Loss: 14.847701
2023-06-25 16:17: Train Epoch 63: 100/167 Loss: 15.075776
2023-06-25 16:18: Train Epoch 63: 120/167 Loss: 15.308217
2023-06-25 16:18: Train Epoch 63: 140/167 Loss: 14.974377
2023-06-25 16:18: Train Epoch 63: 160/167 Loss: 15.702598
2023-06-25 16:18: **********Train Epoch 63: averaged Loss: 15.453979
2023-06-25 16:18: **********Val Epoch 63: average Loss: 16.735151
2023-06-25 16:18: Train Epoch 64: 0/167 Loss: 14.740429
2023-06-25 16:18: Train Epoch 64: 20/167 Loss: 15.163841
2023-06-25 16:19: Train Epoch 64: 40/167 Loss: 15.452858
2023-06-25 16:19: Train Epoch 64: 60/167 Loss: 16.298954
2023-06-25 16:19: Train Epoch 64: 80/167 Loss: 16.003504
2023-06-25 16:19: Train Epoch 64: 100/167 Loss: 15.135167
2023-06-25 16:19: Train Epoch 64: 120/167 Loss: 15.902193
2023-06-25 16:20: Train Epoch 64: 140/167 Loss: 15.857976
2023-06-25 16:20: Train Epoch 64: 160/167 Loss: 14.586076
2023-06-25 16:20: **********Train Epoch 64: averaged Loss: 15.337497
2023-06-25 16:20: **********Val Epoch 64: average Loss: 16.845214
2023-06-25 16:20: Train Epoch 65: 0/167 Loss: 15.389853
2023-06-25 16:20: Train Epoch 65: 20/167 Loss: 15.225982
2023-06-25 16:20: Train Epoch 65: 40/167 Loss: 15.916051
2023-06-25 16:21: Train Epoch 65: 60/167 Loss: 15.344865
2023-06-25 16:21: Train Epoch 65: 80/167 Loss: 15.021843
2023-06-25 16:21: Train Epoch 65: 100/167 Loss: 14.223104
2023-06-25 16:21: Train Epoch 65: 120/167 Loss: 15.590942
2023-06-25 16:21: Train Epoch 65: 140/167 Loss: 15.849833
2023-06-25 16:22: Train Epoch 65: 160/167 Loss: 15.873394
2023-06-25 16:22: **********Train Epoch 65: averaged Loss: 15.337939
2023-06-25 16:22: **********Val Epoch 65: average Loss: 16.630839
2023-06-25 16:22: Train Epoch 66: 0/167 Loss: 15.824524
2023-06-25 16:22: Train Epoch 66: 20/167 Loss: 15.178633
2023-06-25 16:22: Train Epoch 66: 40/167 Loss: 15.729388
2023-06-25 16:23: Train Epoch 66: 60/167 Loss: 14.622633
2023-06-25 16:23: Train Epoch 66: 80/167 Loss: 14.191986
2023-06-25 16:23: Train Epoch 66: 100/167 Loss: 15.455565
2023-06-25 16:23: Train Epoch 66: 120/167 Loss: 15.353456
2023-06-25 16:23: Train Epoch 66: 140/167 Loss: 15.849135
2023-06-25 16:24: Train Epoch 66: 160/167 Loss: 15.064789
2023-06-25 16:24: **********Train Epoch 66: averaged Loss: 15.366863
2023-06-25 16:24: **********Val Epoch 66: average Loss: 16.279429
2023-06-25 16:24: *********************************Current best model saved!
2023-06-25 16:24: Train Epoch 67: 0/167 Loss: 15.902895
2023-06-25 16:24: Train Epoch 67: 20/167 Loss: 14.790345
2023-06-25 16:24: Train Epoch 67: 40/167 Loss: 14.973687
2023-06-25 16:24: Train Epoch 67: 60/167 Loss: 15.541332
2023-06-25 16:25: Train Epoch 67: 80/167 Loss: 14.953979
2023-06-25 16:25: Train Epoch 67: 100/167 Loss: 15.551203
2023-06-25 16:25: Train Epoch 67: 120/167 Loss: 15.178290
2023-06-25 16:25: Train Epoch 67: 140/167 Loss: 15.365047
2023-06-25 16:25: Train Epoch 67: 160/167 Loss: 15.212881
2023-06-25 16:25: **********Train Epoch 67: averaged Loss: 15.345625
2023-06-25 16:26: **********Val Epoch 67: average Loss: 16.262756
2023-06-25 16:26: *********************************Current best model saved!
2023-06-25 16:26: Train Epoch 68: 0/167 Loss: 13.991869
2023-06-25 16:26: Train Epoch 68: 20/167 Loss: 14.643203
2023-06-25 16:26: Train Epoch 68: 40/167 Loss: 15.523557
2023-06-25 16:26: Train Epoch 68: 60/167 Loss: 14.164575
2023-06-25 16:26: Train Epoch 68: 80/167 Loss: 15.672604
2023-06-25 16:27: Train Epoch 68: 100/167 Loss: 14.992221
2023-06-25 16:27: Train Epoch 68: 120/167 Loss: 14.540401
2023-06-25 16:27: Train Epoch 68: 140/167 Loss: 15.476460
2023-06-25 16:27: Train Epoch 68: 160/167 Loss: 15.559271
2023-06-25 16:27: **********Train Epoch 68: averaged Loss: 15.255959
2023-06-25 16:28: **********Val Epoch 68: average Loss: 16.658835
2023-06-25 16:28: Train Epoch 69: 0/167 Loss: 16.536800
2023-06-25 16:28: Train Epoch 69: 20/167 Loss: 14.579675
2023-06-25 16:28: Train Epoch 69: 40/167 Loss: 14.958400
2023-06-25 16:28: Train Epoch 69: 60/167 Loss: 15.603108
2023-06-25 16:28: Train Epoch 69: 80/167 Loss: 16.222229
2023-06-25 16:29: Train Epoch 69: 100/167 Loss: 15.770678
2023-06-25 16:29: Train Epoch 69: 120/167 Loss: 14.522148
2023-06-25 16:29: Train Epoch 69: 140/167 Loss: 15.228907
2023-06-25 16:29: Train Epoch 69: 160/167 Loss: 15.163826
2023-06-25 16:29: **********Train Epoch 69: averaged Loss: 15.293384
2023-06-25 16:29: **********Val Epoch 69: average Loss: 16.227060
2023-06-25 16:29: *********************************Current best model saved!
2023-06-25 16:29: Train Epoch 70: 0/167 Loss: 15.007720
2023-06-25 16:30: Train Epoch 70: 20/167 Loss: 15.455064
2023-06-25 16:30: Train Epoch 70: 40/167 Loss: 15.438618
2023-06-25 16:30: Train Epoch 70: 60/167 Loss: 15.435531
2023-06-25 16:30: Train Epoch 70: 80/167 Loss: 15.043862
2023-06-25 16:30: Train Epoch 70: 100/167 Loss: 15.383302
2023-06-25 16:31: Train Epoch 70: 120/167 Loss: 15.066054
2023-06-25 16:31: Train Epoch 70: 140/167 Loss: 16.040287
2023-06-25 16:31: Train Epoch 70: 160/167 Loss: 14.503694
2023-06-25 16:31: **********Train Epoch 70: averaged Loss: 15.273020
2023-06-25 16:31: **********Val Epoch 70: average Loss: 16.588384
2023-06-25 16:31: Train Epoch 71: 0/167 Loss: 14.496726
2023-06-25 16:32: Train Epoch 71: 20/167 Loss: 15.451516
2023-06-25 16:32: Train Epoch 71: 40/167 Loss: 15.639412
2023-06-25 16:32: Train Epoch 71: 60/167 Loss: 16.265228
2023-06-25 16:32: Train Epoch 71: 80/167 Loss: 15.138804
2023-06-25 16:32: Train Epoch 71: 100/167 Loss: 16.038555
2023-06-25 16:33: Train Epoch 71: 120/167 Loss: 14.232783
2023-06-25 16:33: Train Epoch 71: 140/167 Loss: 14.996334
2023-06-25 16:33: Train Epoch 71: 160/167 Loss: 15.652780
