2023-06-25 14:19: Experiment log path in: ../runs/PEMS04/06-25-14h19m_PEMS04_gode_rnn__embed{10}hid{128}hidhid{128}lyrs{3}lr{0.001}wd{0.001}
2023-06-25 15:55: Train Epoch 39: 100/158 Loss: 19.819019
2023-06-25 15:55: Train Epoch 39: 120/158 Loss: 20.189240
2023-06-25 15:55: Train Epoch 39: 140/158 Loss: 19.780777
2023-06-25 15:55: **********Train Epoch 39: averaged Loss: 19.611695
2023-06-25 15:56: **********Val Epoch 39: average Loss: 20.496171
2023-06-25 15:56: Train Epoch 40: 0/158 Loss: 19.015486
2023-06-25 15:56: Train Epoch 40: 20/158 Loss: 17.944195
2023-06-25 15:56: Train Epoch 40: 40/158 Loss: 19.417503
2023-06-25 15:57: Train Epoch 40: 60/158 Loss: 19.994572
2023-06-25 15:57: Train Epoch 40: 80/158 Loss: 18.382044
2023-06-25 15:57: Train Epoch 40: 100/158 Loss: 19.042540
2023-06-25 15:57: Train Epoch 40: 120/158 Loss: 19.666491
2023-06-25 15:58: Train Epoch 40: 140/158 Loss: 19.604235
2023-06-25 15:58: **********Train Epoch 40: averaged Loss: 19.320114
2023-06-25 15:58: **********Val Epoch 40: average Loss: 20.749107
2023-06-25 15:58: Train Epoch 41: 0/158 Loss: 18.923410
2023-06-25 15:58: Train Epoch 41: 20/158 Loss: 20.151983
2023-06-25 15:59: Train Epoch 41: 40/158 Loss: 19.922413
2023-06-25 15:59: Train Epoch 41: 60/158 Loss: 18.618267
2023-06-25 15:59: Train Epoch 41: 80/158 Loss: 19.082544
2023-06-25 16:00: Train Epoch 41: 100/158 Loss: 21.556288
2023-06-25 16:00: Train Epoch 41: 120/158 Loss: 18.195314
2023-06-25 16:00: Train Epoch 41: 140/158 Loss: 18.067230
2023-06-25 16:00: **********Train Epoch 41: averaged Loss: 19.482694
2023-06-25 16:01: **********Val Epoch 41: average Loss: 21.305747
2023-06-25 16:01: Train Epoch 42: 0/158 Loss: 18.888929
2023-06-25 16:01: Train Epoch 42: 20/158 Loss: 20.165363
2023-06-25 16:01: Train Epoch 42: 40/158 Loss: 19.114851
2023-06-25 16:01: Train Epoch 42: 60/158 Loss: 21.222635
2023-06-25 16:02: Train Epoch 42: 80/158 Loss: 18.920296
2023-06-25 16:02: Train Epoch 42: 100/158 Loss: 19.802958
2023-06-25 16:02: Train Epoch 42: 120/158 Loss: 20.102421
2023-06-25 16:03: Train Epoch 42: 140/158 Loss: 18.447226
2023-06-25 16:03: **********Train Epoch 42: averaged Loss: 19.394189
2023-06-25 16:03: **********Val Epoch 42: average Loss: 20.419009
2023-06-25 16:03: *********************************Current best model saved!
2023-06-25 16:03: Train Epoch 43: 0/158 Loss: 19.713581
2023-06-25 16:03: Train Epoch 43: 20/158 Loss: 19.468004
2023-06-25 16:04: Train Epoch 43: 40/158 Loss: 20.001099
2023-06-25 16:04: Train Epoch 43: 60/158 Loss: 19.319988
2023-06-25 16:04: Train Epoch 43: 80/158 Loss: 17.679762
2023-06-25 16:04: Train Epoch 43: 100/158 Loss: 17.846241
2023-06-25 16:05: Train Epoch 43: 120/158 Loss: 19.452433
2023-06-25 16:05: Train Epoch 43: 140/158 Loss: 21.503666
2023-06-25 16:05: **********Train Epoch 43: averaged Loss: 19.323674
2023-06-25 16:05: **********Val Epoch 43: average Loss: 20.403599
2023-06-25 16:05: *********************************Current best model saved!
2023-06-25 16:06: Train Epoch 44: 0/158 Loss: 18.126709
2023-06-25 16:06: Train Epoch 44: 20/158 Loss: 16.652948
2023-06-25 16:06: Train Epoch 44: 40/158 Loss: 18.048212
2023-06-25 16:06: Train Epoch 44: 60/158 Loss: 19.984104
2023-06-25 16:07: Train Epoch 44: 80/158 Loss: 19.207010
2023-06-25 16:07: Train Epoch 44: 100/158 Loss: 19.393225
2023-06-25 16:07: Train Epoch 44: 120/158 Loss: 19.549620
2023-06-25 16:07: Train Epoch 44: 140/158 Loss: 20.153210
2023-06-25 16:08: **********Train Epoch 44: averaged Loss: 19.309125
2023-06-25 16:08: **********Val Epoch 44: average Loss: 20.561515
2023-06-25 16:08: Train Epoch 45: 0/158 Loss: 18.055660
2023-06-25 16:08: Train Epoch 45: 20/158 Loss: 18.628464
2023-06-25 16:09: Train Epoch 45: 40/158 Loss: 19.807423
2023-06-25 16:09: Train Epoch 45: 60/158 Loss: 19.465990
2023-06-25 16:09: Train Epoch 45: 80/158 Loss: 19.758028
2023-06-25 16:09: Train Epoch 45: 100/158 Loss: 17.973879
2023-06-25 16:10: Train Epoch 45: 120/158 Loss: 20.570339
2023-06-25 16:10: Train Epoch 45: 140/158 Loss: 19.896860
2023-06-25 16:10: **********Train Epoch 45: averaged Loss: 19.360603
2023-06-25 16:10: **********Val Epoch 45: average Loss: 20.331313
2023-06-25 16:10: *********************************Current best model saved!
2023-06-25 16:10: Train Epoch 46: 0/158 Loss: 19.730412
2023-06-25 16:11: Train Epoch 46: 20/158 Loss: 18.557737
2023-06-25 16:11: Train Epoch 46: 40/158 Loss: 21.106050
2023-06-25 16:11: Train Epoch 46: 60/158 Loss: 18.366220
2023-06-25 16:12: Train Epoch 46: 80/158 Loss: 17.847631
2023-06-25 16:12: Train Epoch 46: 100/158 Loss: 20.415779
2023-06-25 16:12: Train Epoch 46: 120/158 Loss: 19.915550
2023-06-25 16:12: Train Epoch 46: 140/158 Loss: 18.886850
2023-06-25 16:13: **********Train Epoch 46: averaged Loss: 19.103965
2023-06-25 16:13: **********Val Epoch 46: average Loss: 20.238953
2023-06-25 16:13: *********************************Current best model saved!
2023-06-25 16:13: Train Epoch 47: 0/158 Loss: 19.618931
2023-06-25 16:13: Train Epoch 47: 20/158 Loss: 20.451447
2023-06-25 16:13: Train Epoch 47: 40/158 Loss: 20.965996
2023-06-25 16:14: Train Epoch 47: 60/158 Loss: 19.143625
2023-06-25 16:14: Train Epoch 47: 80/158 Loss: 19.716223
2023-06-25 16:14: Train Epoch 47: 100/158 Loss: 20.061455
2023-06-25 16:15: Train Epoch 47: 120/158 Loss: 17.447229
2023-06-25 16:15: Train Epoch 47: 140/158 Loss: 19.595285
2023-06-25 16:15: **********Train Epoch 47: averaged Loss: 19.324792
2023-06-25 16:15: **********Val Epoch 47: average Loss: 20.661449
2023-06-25 16:15: Train Epoch 48: 0/158 Loss: 18.994440
2023-06-25 16:16: Train Epoch 48: 20/158 Loss: 19.029032
2023-06-25 16:16: Train Epoch 48: 40/158 Loss: 20.292355
2023-06-25 16:16: Train Epoch 48: 60/158 Loss: 19.559608
2023-06-25 16:16: Train Epoch 48: 80/158 Loss: 20.275976
2023-06-25 16:17: Train Epoch 48: 100/158 Loss: 18.770475
2023-06-25 16:17: Train Epoch 48: 120/158 Loss: 17.799820
2023-06-25 16:17: Train Epoch 48: 140/158 Loss: 19.392330
2023-06-25 16:18: **********Train Epoch 48: averaged Loss: 19.223521
2023-06-25 16:18: **********Val Epoch 48: average Loss: 20.405103
2023-06-25 16:18: Train Epoch 49: 0/158 Loss: 20.345032
2023-06-25 16:18: Train Epoch 49: 20/158 Loss: 19.823526
2023-06-25 16:18: Train Epoch 49: 40/158 Loss: 20.192633
2023-06-25 16:19: Train Epoch 49: 60/158 Loss: 20.217533
2023-06-25 16:19: Train Epoch 49: 80/158 Loss: 17.897337
2023-06-25 16:19: Train Epoch 49: 100/158 Loss: 19.365229
2023-06-25 16:19: Train Epoch 49: 120/158 Loss: 19.794132
2023-06-25 16:20: Train Epoch 49: 140/158 Loss: 20.514771
2023-06-25 16:20: **********Train Epoch 49: averaged Loss: 19.343196
2023-06-25 16:20: **********Val Epoch 49: average Loss: 20.605683
2023-06-25 16:20: Train Epoch 50: 0/158 Loss: 21.543821
2023-06-25 16:21: Train Epoch 50: 20/158 Loss: 19.161793
2023-06-25 16:21: Train Epoch 50: 40/158 Loss: 18.850851
2023-06-25 16:21: Train Epoch 50: 60/158 Loss: 18.167088
2023-06-25 16:21: Train Epoch 50: 80/158 Loss: 18.625748
2023-06-25 16:22: Train Epoch 50: 100/158 Loss: 19.558359
2023-06-25 16:22: Train Epoch 50: 120/158 Loss: 17.476772
2023-06-25 16:22: Train Epoch 50: 140/158 Loss: 17.768152
2023-06-25 16:22: **********Train Epoch 50: averaged Loss: 19.145890
2023-06-25 16:23: **********Val Epoch 50: average Loss: 20.226952
2023-06-25 16:23: *********************************Current best model saved!
2023-06-25 16:23: Train Epoch 51: 0/158 Loss: 20.295763
2023-06-25 16:23: Train Epoch 51: 20/158 Loss: 19.437445
2023-06-25 16:23: Train Epoch 51: 40/158 Loss: 18.917906
2023-06-25 16:24: Train Epoch 51: 60/158 Loss: 18.209570
2023-06-25 16:24: Train Epoch 51: 80/158 Loss: 17.912916
2023-06-25 16:24: Train Epoch 51: 100/158 Loss: 18.622494
2023-06-25 16:24: Train Epoch 51: 120/158 Loss: 17.811199
2023-06-25 16:25: Train Epoch 51: 140/158 Loss: 19.628216
2023-06-25 16:25: **********Train Epoch 51: averaged Loss: 18.981300
2023-06-25 16:25: **********Val Epoch 51: average Loss: 20.185405
2023-06-25 16:25: *********************************Current best model saved!
2023-06-25 16:25: Train Epoch 52: 0/158 Loss: 19.446287
2023-06-25 16:25: Train Epoch 52: 20/158 Loss: 19.727081
2023-06-25 16:26: Train Epoch 52: 40/158 Loss: 18.837746
2023-06-25 16:26: Train Epoch 52: 60/158 Loss: 18.226229
2023-06-25 16:26: Train Epoch 52: 80/158 Loss: 19.670073
2023-06-25 16:27: Train Epoch 52: 100/158 Loss: 19.206556
2023-06-25 16:27: Train Epoch 52: 120/158 Loss: 19.160423
2023-06-25 16:27: Train Epoch 52: 140/158 Loss: 17.711781
2023-06-25 16:27: **********Train Epoch 52: averaged Loss: 19.077939
2023-06-25 16:28: **********Val Epoch 52: average Loss: 20.166506
2023-06-25 16:28: *********************************Current best model saved!
2023-06-25 16:28: Train Epoch 53: 0/158 Loss: 19.796804
2023-06-25 16:28: Train Epoch 53: 20/158 Loss: 20.286396
2023-06-25 16:28: Train Epoch 53: 40/158 Loss: 19.619474
2023-06-25 16:28: Train Epoch 53: 60/158 Loss: 17.995026
2023-06-25 16:29: Train Epoch 53: 80/158 Loss: 18.359808
2023-06-25 16:29: Train Epoch 53: 100/158 Loss: 19.697187
2023-06-25 16:29: Train Epoch 53: 120/158 Loss: 20.502604
2023-06-25 16:30: Train Epoch 53: 140/158 Loss: 18.929010
2023-06-25 16:30: **********Train Epoch 53: averaged Loss: 19.110622
2023-06-25 16:30: **********Val Epoch 53: average Loss: 20.256659
2023-06-25 16:30: Train Epoch 54: 0/158 Loss: 19.672640
2023-06-25 16:30: Train Epoch 54: 20/158 Loss: 20.157204
2023-06-25 16:31: Train Epoch 54: 40/158 Loss: 20.053564
2023-06-25 16:31: Train Epoch 54: 60/158 Loss: 19.558773
2023-06-25 16:31: Train Epoch 54: 80/158 Loss: 21.221830
2023-06-25 16:32: Train Epoch 54: 100/158 Loss: 18.551952
2023-06-25 16:32: Train Epoch 54: 120/158 Loss: 17.860046
2023-06-25 16:32: Train Epoch 54: 140/158 Loss: 16.990177
2023-06-25 16:32: **********Train Epoch 54: averaged Loss: 19.093328
2023-06-25 16:33: **********Val Epoch 54: average Loss: 20.065911
2023-06-25 16:33: *********************************Current best model saved!
2023-06-25 16:33: Train Epoch 55: 0/158 Loss: 16.968323
2023-06-25 16:33: Train Epoch 55: 20/158 Loss: 18.721537
2023-06-25 16:33: Train Epoch 55: 40/158 Loss: 16.186398
2023-06-25 16:33: Train Epoch 55: 60/158 Loss: 18.823357
2023-06-25 16:34: Train Epoch 55: 80/158 Loss: 21.256304
2023-06-25 16:34: Train Epoch 55: 100/158 Loss: 20.168413
2023-06-25 16:34: Train Epoch 55: 120/158 Loss: 17.417454
2023-06-25 16:35: Train Epoch 55: 140/158 Loss: 17.664896
2023-06-25 16:35: **********Train Epoch 55: averaged Loss: 18.963371
2023-06-25 16:35: **********Val Epoch 55: average Loss: 20.198921
2023-06-25 16:35: Train Epoch 56: 0/158 Loss: 18.265024
2023-06-25 16:35: Train Epoch 56: 20/158 Loss: 18.470098
2023-06-25 16:36: Train Epoch 56: 40/158 Loss: 19.138817
2023-06-25 16:36: Train Epoch 56: 60/158 Loss: 17.930931
2023-06-25 16:36: Train Epoch 56: 80/158 Loss: 18.350878
2023-06-25 16:37: Train Epoch 56: 100/158 Loss: 18.579903
2023-06-25 16:37: Train Epoch 56: 120/158 Loss: 18.497940
2023-06-25 16:37: Train Epoch 56: 140/158 Loss: 19.890871
2023-06-25 16:37: **********Train Epoch 56: averaged Loss: 18.941993
2023-06-25 16:38: **********Val Epoch 56: average Loss: 20.123200
2023-06-25 16:38: Train Epoch 57: 0/158 Loss: 18.058172
2023-06-25 16:38: Train Epoch 57: 20/158 Loss: 19.919369
2023-06-25 16:38: Train Epoch 57: 40/158 Loss: 17.650541
2023-06-25 16:38: Train Epoch 57: 60/158 Loss: 19.305214
2023-06-25 16:39: Train Epoch 57: 80/158 Loss: 19.396341
2023-06-25 16:39: Train Epoch 57: 100/158 Loss: 18.711239
2023-06-25 16:39: Train Epoch 57: 120/158 Loss: 16.944998
2023-06-25 16:40: Train Epoch 57: 140/158 Loss: 18.604111
2023-06-25 16:40: **********Train Epoch 57: averaged Loss: 18.937156
2023-06-25 16:40: **********Val Epoch 57: average Loss: 20.210902
2023-06-25 16:40: Train Epoch 58: 0/158 Loss: 18.984392
2023-06-25 16:40: Train Epoch 58: 20/158 Loss: 20.294750
2023-06-25 16:41: Train Epoch 58: 40/158 Loss: 20.945457
2023-06-25 16:41: Train Epoch 58: 60/158 Loss: 19.302223
2023-06-25 16:41: Train Epoch 58: 80/158 Loss: 19.903994
2023-06-25 16:41: Train Epoch 58: 100/158 Loss: 20.131287
2023-06-25 16:42: Train Epoch 58: 120/158 Loss: 18.733862
2023-06-25 16:42: Train Epoch 58: 140/158 Loss: 16.522352
2023-06-25 16:42: **********Train Epoch 58: averaged Loss: 19.234948
2023-06-25 16:42: **********Val Epoch 58: average Loss: 20.130684
2023-06-25 16:43: Train Epoch 59: 0/158 Loss: 17.958778
2023-06-25 16:43: Train Epoch 59: 20/158 Loss: 18.477165
2023-06-25 16:43: Train Epoch 59: 40/158 Loss: 18.180803
2023-06-25 16:43: Train Epoch 59: 60/158 Loss: 18.387560
2023-06-25 16:44: Train Epoch 59: 80/158 Loss: 17.476604
2023-06-25 16:44: Train Epoch 59: 100/158 Loss: 17.056240
2023-06-25 16:44: Train Epoch 59: 120/158 Loss: 19.231184
2023-06-25 16:44: Train Epoch 59: 140/158 Loss: 19.563799
2023-06-25 16:45: **********Train Epoch 59: averaged Loss: 18.789196
2023-06-25 16:45: **********Val Epoch 59: average Loss: 20.134779
2023-06-25 16:45: Train Epoch 60: 0/158 Loss: 18.513853
2023-06-25 16:45: Train Epoch 60: 20/158 Loss: 18.621548
2023-06-25 16:46: Train Epoch 60: 40/158 Loss: 18.888502
2023-06-25 16:46: Train Epoch 60: 60/158 Loss: 16.705122
2023-06-25 16:46: Train Epoch 60: 80/158 Loss: 18.709850
2023-06-25 16:46: Train Epoch 60: 100/158 Loss: 19.435881
2023-06-25 16:47: Train Epoch 60: 120/158 Loss: 18.954926
2023-06-25 16:47: Train Epoch 60: 140/158 Loss: 19.065994
2023-06-25 16:47: **********Train Epoch 60: averaged Loss: 18.967331
2023-06-25 16:47: **********Val Epoch 60: average Loss: 20.022518
2023-06-25 16:47: *********************************Current best model saved!
2023-06-25 16:47: Train Epoch 61: 0/158 Loss: 18.192785
2023-06-25 16:48: Train Epoch 61: 20/158 Loss: 18.335955
2023-06-25 16:48: Train Epoch 61: 40/158 Loss: 18.963249
2023-06-25 16:48: Train Epoch 61: 60/158 Loss: 18.367010
2023-06-25 16:49: Train Epoch 61: 80/158 Loss: 17.837418
2023-06-25 16:49: Train Epoch 61: 100/158 Loss: 18.119989
2023-06-25 16:49: Train Epoch 61: 120/158 Loss: 19.872833
2023-06-25 16:49: Train Epoch 61: 140/158 Loss: 19.084148
2023-06-25 16:50: **********Train Epoch 61: averaged Loss: 18.817091
2023-06-25 16:50: **********Val Epoch 61: average Loss: 20.651698
2023-06-25 16:50: Train Epoch 62: 0/158 Loss: 18.301708
2023-06-25 16:50: Train Epoch 62: 20/158 Loss: 19.011877
2023-06-25 16:50: Train Epoch 62: 40/158 Loss: 17.415058
2023-06-25 16:51: Train Epoch 62: 60/158 Loss: 17.417866
2023-06-25 16:51: Train Epoch 62: 80/158 Loss: 19.614702
2023-06-25 16:51: Train Epoch 62: 100/158 Loss: 20.218687
2023-06-25 16:52: Train Epoch 62: 120/158 Loss: 18.655006
2023-06-25 16:52: Train Epoch 62: 140/158 Loss: 20.020117
2023-06-25 16:52: **********Train Epoch 62: averaged Loss: 18.794870
2023-06-25 16:52: **********Val Epoch 62: average Loss: 20.537838
2023-06-25 16:52: Train Epoch 63: 0/158 Loss: 18.979887
2023-06-25 16:53: Train Epoch 63: 20/158 Loss: 17.483456
2023-06-25 16:53: Train Epoch 63: 40/158 Loss: 18.844494
2023-06-25 16:53: Train Epoch 63: 60/158 Loss: 19.668840
2023-06-25 16:53: Train Epoch 63: 80/158 Loss: 18.153587
2023-06-25 16:54: Train Epoch 63: 100/158 Loss: 17.401726
2023-06-25 16:54: Train Epoch 63: 120/158 Loss: 19.158886
2023-06-25 16:54: Train Epoch 63: 140/158 Loss: 17.687237
2023-06-25 16:55: **********Train Epoch 63: averaged Loss: 18.917977
2023-06-25 16:55: **********Val Epoch 63: average Loss: 19.921514
2023-06-25 16:55: *********************************Current best model saved!
2023-06-25 16:55: Train Epoch 64: 0/158 Loss: 19.158295
2023-06-25 16:55: Train Epoch 64: 20/158 Loss: 18.027283
2023-06-25 16:55: Train Epoch 64: 40/158 Loss: 18.678011
2023-06-25 16:56: Train Epoch 64: 60/158 Loss: 18.628487
2023-06-25 16:56: Train Epoch 64: 80/158 Loss: 19.024746
2023-06-25 16:56: Train Epoch 64: 100/158 Loss: 18.824707
2023-06-25 16:57: Train Epoch 64: 120/158 Loss: 18.057068
2023-06-25 16:57: Train Epoch 64: 140/158 Loss: 20.176025
2023-06-25 16:57: **********Train Epoch 64: averaged Loss: 18.832643
2023-06-25 16:57: **********Val Epoch 64: average Loss: 20.538275
2023-06-25 16:57: Train Epoch 65: 0/158 Loss: 20.378942
2023-06-25 16:58: Train Epoch 65: 20/158 Loss: 19.520996
2023-06-25 16:58: Train Epoch 65: 40/158 Loss: 20.216618
2023-06-25 16:58: Train Epoch 65: 60/158 Loss: 18.534067
2023-06-25 16:58: Train Epoch 65: 80/158 Loss: 16.884418
2023-06-25 16:59: Train Epoch 65: 100/158 Loss: 19.470863
2023-06-25 16:59: Train Epoch 65: 120/158 Loss: 18.064119
2023-06-25 16:59: Train Epoch 65: 140/158 Loss: 20.170290
2023-06-25 17:00: **********Train Epoch 65: averaged Loss: 18.900974
2023-06-25 17:00: **********Val Epoch 65: average Loss: 19.928847
2023-06-25 17:00: Train Epoch 66: 0/158 Loss: 19.105309
2023-06-25 17:00: Train Epoch 66: 20/158 Loss: 19.764526
2023-06-25 17:00: Train Epoch 66: 40/158 Loss: 17.796711
2023-06-25 17:01: Train Epoch 66: 60/158 Loss: 18.887383
2023-06-25 17:01: Train Epoch 66: 80/158 Loss: 18.861818
2023-06-25 17:01: Train Epoch 66: 100/158 Loss: 19.704256
2023-06-25 17:01: Train Epoch 66: 120/158 Loss: 19.363014
2023-06-25 17:02: Train Epoch 66: 140/158 Loss: 17.056627
2023-06-25 17:02: **********Train Epoch 66: averaged Loss: 18.786197
2023-06-25 17:02: **********Val Epoch 66: average Loss: 19.895291
2023-06-25 17:02: *********************************Current best model saved!
2023-06-25 17:02: Train Epoch 67: 0/158 Loss: 19.318180
2023-06-25 17:02: Train Epoch 67: 20/158 Loss: 16.700277
2023-06-25 17:03: Train Epoch 67: 40/158 Loss: 16.508188
2023-06-25 17:03: Train Epoch 67: 60/158 Loss: 18.295685
2023-06-25 17:03: Train Epoch 67: 80/158 Loss: 19.351696
2023-06-25 17:04: Train Epoch 67: 100/158 Loss: 20.064264
2023-06-25 17:04: Train Epoch 67: 120/158 Loss: 18.469810
2023-06-25 17:04: Train Epoch 67: 140/158 Loss: 19.131668
2023-06-25 17:04: **********Train Epoch 67: averaged Loss: 18.782105
2023-06-25 17:05: **********Val Epoch 67: average Loss: 20.043115
2023-06-25 17:05: Train Epoch 68: 0/158 Loss: 19.152277
2023-06-25 17:05: Train Epoch 68: 20/158 Loss: 17.826370
2023-06-25 17:05: Train Epoch 68: 40/158 Loss: 18.197405
2023-06-25 17:06: Train Epoch 68: 60/158 Loss: 18.468645
2023-06-25 17:06: Train Epoch 68: 80/158 Loss: 17.690798
2023-06-25 17:06: Train Epoch 68: 100/158 Loss: 17.910950
2023-06-25 17:06: Train Epoch 68: 120/158 Loss: 19.228167
2023-06-25 17:07: Train Epoch 68: 140/158 Loss: 17.901546
2023-06-25 17:07: **********Train Epoch 68: averaged Loss: 18.679355
2023-06-25 17:07: **********Val Epoch 68: average Loss: 19.963495
2023-06-25 17:07: Train Epoch 69: 0/158 Loss: 17.628098
2023-06-25 17:07: Train Epoch 69: 20/158 Loss: 17.394501
2023-06-25 17:08: Train Epoch 69: 40/158 Loss: 19.067505
2023-06-25 17:08: Train Epoch 69: 60/158 Loss: 19.675583
2023-06-25 17:08: Train Epoch 69: 80/158 Loss: 18.435762
2023-06-25 17:09: Train Epoch 69: 100/158 Loss: 19.517302
2023-06-25 17:09: Train Epoch 69: 120/158 Loss: 19.216082
2023-06-25 17:09: Train Epoch 69: 140/158 Loss: 19.179731
2023-06-25 17:09: **********Train Epoch 69: averaged Loss: 18.675031
2023-06-25 17:10: **********Val Epoch 69: average Loss: 19.843917
2023-06-25 17:10: *********************************Current best model saved!
2023-06-25 17:10: Train Epoch 70: 0/158 Loss: 20.270922
2023-06-25 17:10: Train Epoch 70: 20/158 Loss: 18.491488
2023-06-25 17:10: Train Epoch 70: 40/158 Loss: 19.652615
2023-06-25 17:10: Train Epoch 70: 60/158 Loss: 20.017569
2023-06-25 17:11: Train Epoch 70: 80/158 Loss: 19.208075
2023-06-25 17:11: Train Epoch 70: 100/158 Loss: 17.373312
2023-06-25 17:11: Train Epoch 70: 120/158 Loss: 18.517008
2023-06-25 17:12: Train Epoch 70: 140/158 Loss: 20.569551
2023-06-25 17:12: **********Train Epoch 70: averaged Loss: 18.805512
2023-06-25 17:12: **********Val Epoch 70: average Loss: 19.865413
2023-06-25 17:12: Train Epoch 71: 0/158 Loss: 19.375086
2023-06-25 17:12: Train Epoch 71: 20/158 Loss: 18.868587
2023-06-25 17:13: Train Epoch 71: 40/158 Loss: 18.553787
2023-06-25 17:13: Train Epoch 71: 60/158 Loss: 19.147896
2023-06-25 17:13: Train Epoch 71: 80/158 Loss: 18.030733
2023-06-25 17:14: Train Epoch 71: 100/158 Loss: 18.622213
2023-06-25 17:14: Train Epoch 71: 120/158 Loss: 16.863104
2023-06-25 17:14: Train Epoch 71: 140/158 Loss: 19.027676
2023-06-25 17:14: **********Train Epoch 71: averaged Loss: 18.824979
2023-06-25 17:15: **********Val Epoch 71: average Loss: 20.018813
2023-06-25 17:15: Train Epoch 72: 0/158 Loss: 20.089441
2023-06-25 17:15: Train Epoch 72: 20/158 Loss: 18.757725
2023-06-25 17:15: Train Epoch 72: 40/158 Loss: 17.238865
2023-06-25 17:15: Train Epoch 72: 60/158 Loss: 19.795170
2023-06-25 17:16: Train Epoch 72: 80/158 Loss: 16.631054
2023-06-25 17:16: Train Epoch 72: 100/158 Loss: 18.305964
2023-06-25 17:16: Train Epoch 72: 120/158 Loss: 18.891602
2023-06-25 17:17: Train Epoch 72: 140/158 Loss: 19.149265
2023-06-25 17:17: **********Train Epoch 72: averaged Loss: 18.643905
2023-06-25 17:17: **********Val Epoch 72: average Loss: 19.977921
2023-06-25 17:17: Train Epoch 73: 0/158 Loss: 19.039671
2023-06-25 17:17: Train Epoch 73: 20/158 Loss: 18.825544
2023-06-25 17:18: Train Epoch 73: 40/158 Loss: 18.296160
2023-06-25 17:18: Train Epoch 73: 60/158 Loss: 18.138447
2023-06-25 17:18: Train Epoch 73: 80/158 Loss: 20.198647
2023-06-25 17:18: Train Epoch 73: 100/158 Loss: 16.486284
2023-06-25 17:19: Train Epoch 73: 120/158 Loss: 17.858654
2023-06-25 17:19: Train Epoch 73: 140/158 Loss: 19.822275
2023-06-25 17:19: **********Train Epoch 73: averaged Loss: 18.607451
2023-06-25 17:19: **********Val Epoch 73: average Loss: 19.730798
2023-06-25 17:19: *********************************Current best model saved!
2023-06-25 17:19: Train Epoch 74: 0/158 Loss: 16.741980
2023-06-25 17:20: Train Epoch 74: 20/158 Loss: 18.461046
2023-06-25 17:20: Train Epoch 74: 40/158 Loss: 18.962488
2023-06-25 17:20: Train Epoch 74: 60/158 Loss: 19.550928
2023-06-25 17:21: Train Epoch 74: 80/158 Loss: 18.575657
2023-06-25 17:21: Train Epoch 74: 100/158 Loss: 19.241940
2023-06-25 17:21: Train Epoch 74: 120/158 Loss: 19.462217
2023-06-25 17:21: Train Epoch 74: 140/158 Loss: 17.723871
2023-06-25 17:22: **********Train Epoch 74: averaged Loss: 18.771530
2023-06-25 17:22: **********Val Epoch 74: average Loss: 19.759070
2023-06-25 17:22: Train Epoch 75: 0/158 Loss: 18.545811
2023-06-25 17:22: Train Epoch 75: 20/158 Loss: 18.598478
2023-06-25 17:23: Train Epoch 75: 40/158 Loss: 18.264833
2023-06-25 17:23: Train Epoch 75: 60/158 Loss: 18.802950
2023-06-25 17:23: Train Epoch 75: 80/158 Loss: 18.407368
2023-06-25 17:23: Train Epoch 75: 100/158 Loss: 19.442440
2023-06-25 17:24: Train Epoch 75: 120/158 Loss: 19.672869
2023-06-25 17:24: Train Epoch 75: 140/158 Loss: 18.452627
2023-06-25 17:24: **********Train Epoch 75: averaged Loss: 18.704469
2023-06-25 17:24: **********Val Epoch 75: average Loss: 19.870939
2023-06-25 17:24: Train Epoch 76: 0/158 Loss: 19.205685
2023-06-25 17:25: Train Epoch 76: 20/158 Loss: 18.814905
2023-06-25 17:25: Train Epoch 76: 40/158 Loss: 18.677315
2023-06-25 17:25: Train Epoch 76: 60/158 Loss: 16.609600
2023-06-25 17:26: Train Epoch 76: 80/158 Loss: 19.523909
2023-06-25 17:26: Train Epoch 76: 100/158 Loss: 19.383661
2023-06-25 17:26: Train Epoch 76: 120/158 Loss: 17.878407
2023-06-25 17:26: Train Epoch 76: 140/158 Loss: 19.315334
2023-06-25 17:27: **********Train Epoch 76: averaged Loss: 18.555061
2023-06-25 17:27: **********Val Epoch 76: average Loss: 19.987370
2023-06-25 17:27: Train Epoch 77: 0/158 Loss: 17.660442
2023-06-25 17:27: Train Epoch 77: 20/158 Loss: 18.258276
2023-06-25 17:27: Train Epoch 77: 40/158 Loss: 18.463776
2023-06-25 17:28: Train Epoch 77: 60/158 Loss: 19.458534
2023-06-25 17:28: Train Epoch 77: 80/158 Loss: 17.523729
2023-06-25 17:28: Train Epoch 77: 100/158 Loss: 17.656706
2023-06-25 17:29: Train Epoch 77: 120/158 Loss: 18.177969
2023-06-25 17:29: Train Epoch 77: 140/158 Loss: 20.421854
2023-06-25 17:29: **********Train Epoch 77: averaged Loss: 18.613360
2023-06-25 17:29: **********Val Epoch 77: average Loss: 20.605064
2023-06-25 17:29: Train Epoch 78: 0/158 Loss: 20.370026
2023-06-25 17:30: Train Epoch 78: 20/158 Loss: 17.803009
2023-06-25 17:30: Train Epoch 78: 40/158 Loss: 17.342453
2023-06-25 17:30: Train Epoch 78: 60/158 Loss: 18.687168
2023-06-25 17:30: Train Epoch 78: 80/158 Loss: 17.717817
2023-06-25 17:31: Train Epoch 78: 100/158 Loss: 18.371675
